ticker,loss,mae,mape,r2
FAST,0.0010493453592061,0.0245335195213556,0.030461326,0.9167149084886468
CSGP,0.0026273881085217,0.0369875878095626,0.043525476,0.661557409970366
DDOG,0.0038763866759836,0.0494055263698101,0.060113877,-0.452713605774159
GEHC,0.0029756478033959,0.0424393191933631,0.06073669,0.5519002308491675
GFS,0.0011217857245355,0.0250457283109426,0.0723561,0.7804184836522365
ON,0.0013408933300524,0.0285786651074886,0.07126258,0.8160798407817665
TTD,0.0018067420460283,0.0335870794951915,0.039542597,0.6370480638327911
MRNA,0.0008699856116436,0.0193508751690387,0.06635714,0.7657270527141771
TEAM,0.000989502063021,0.0234900042414665,0.052441224,0.7313608702343004
FANG,0.0044582416303455,0.0634207874536514,0.069794126,0.127447818149935
ZS,0.0002742508950177,0.0125058172270655,0.022189736,0.9311233239321454
DLTR,0.0024650678969919,0.0283214431256055,0.086160734,0.7961881224865686
ANSS,0.0007844863575883,0.0234354548156261,0.028368765,0.7553386201192958
EBAY,0.0028499523177742,0.0423447005450725,0.046283573,0.1516243806466461
ILMN,0.000377474934794,0.0162667296826839,0.083827116,0.843755336021451
ALGN,0.0015510908560827,0.0298484899103641,0.049335923,0.7601188083560524
JD,0.0008198402938432,0.020390486344695,0.1437208,0.799320539078939
ENPH,0.0003376764070708,0.0153726134449243,0.107547015,0.3335964146168124
