ticker,loss,mae,mape,r2
AAPL,0.0021331349853426,0.0328034684062004,0.048316304,0.668191138446268
MSFT,0.0074197859503328,0.0789471790194511,0.08459622,-2.4602267565190665
NVDA,0.0376251190900802,0.1927400529384613,0.20951651,-18.741665896381075
META,0.0047048120759427,0.0670693665742874,0.07279758,-0.6601541589118476
AVGO,0.0052742767147719,0.0638193786144256,0.07040321,-1.409135910030785
GOOGL,0.0091284606605768,0.0731384679675102,0.085893705,0.4889770339813446
GOOG,0.0040359161794185,0.041964441537857,0.049130954,0.7857675029596288
TSLA,0.0024377566296607,0.0384939201176166,0.12618044,0.1545945998461648
ADBE,0.0014945124275982,0.0298811197280883,0.04702014,0.762946275204506
PEP,0.0023190842475742,0.0310854203999042,0.08628154,0.8565126289015246
NFLX,0.0012348826276138,0.0279849059879779,0.030149426,0.578339535087095
AMD,0.0072003519162535,0.0816666036844253,0.105529346,0.4094368625882379
CMCSA,0.0030892281793057,0.0457400120794773,0.07458182,0.6927317572600544
TMUS,0.004441843368113,0.0594073310494422,0.06622885,-1.4673550735077776
INTU,0.0013239884283393,0.0295461080968379,0.032962743,0.2730151771666016
AMGN,0.003899427363649,0.043348029255867,0.07478573,0.7775066667518613
QCOM,0.0057576117105782,0.0575859397649765,0.07069416,0.1502491925055264
AMAT,0.0090501103550195,0.0910827219486236,0.096536376,-4.15917069374752
HON,0.0013918089680373,0.0311767868697643,0.053466387,0.701367766845149
SBUX,0.0036306479014456,0.0254519563168287,0.19655484,0.8655879567895748
BKNG,0.0007016013842076,0.0197050496935844,0.023024464,0.66326709718281
ISRG,0.0007040162454359,0.0221846364438533,0.024212014,0.4667280059063429
MDLZ,0.0011052895570173,0.0278068296611309,0.044080306,0.8273311244043455
ADP,0.0010636239312589,0.0258731730282306,0.04023843,-0.0808112003883168
GILD,0.00178041937761,0.0376206412911415,0.11214469,0.8480615143477729
LRCX,0.0066114268265664,0.0772290676832199,0.083891265,-1.52668790418406
VRTX,0.0019519084598869,0.0378083810210228,0.045789104,0.1557652626626157
REGN,0.0009133644052781,0.0232701394706964,0.025987051,0.830251492427983
MU,0.0033845216967165,0.0454825349152088,0.05602499,0.8206969764069562
PANW,0.0004718429991044,0.0168019589036703,0.027422883,0.6619700239809103
KLAC,0.0028793709352612,0.0455671325325965,0.04913087,-0.1772327320502333
CDNS,0.0022375474218279,0.0428935512900352,0.047981367,0.5806122758328833
PYPL,0.0004484692472033,0.0174716133624315,0.06631889,0.7904440508458116
CSX,0.0026619406417012,0.0427625067532062,0.059040952,0.853775514320661
MAR,0.0015470962971448,0.0355335362255573,0.038842525,0.4730943152518424
ORLY,0.0064740316011011,0.0803934037685394,0.09154351,-0.2863253100573901
MNST,0.0011338416952639,0.026626382023096,0.03669271,0.9400761773344716
CTAS,0.0012342170812189,0.0249511618167161,0.027295306,0.703986510953991
ABNB,0.0024003817234188,0.0419757179915905,0.04576257,0.3360080611825787
LULU,0.0020980455446988,0.0292420219630002,0.06144817,0.925274426015992
NXPI,0.001817176467739,0.0355299599468708,0.045659684,0.770028087904441
MRVL,0.0042070560157299,0.0565120875835418,0.085026436,0.429843739273002
WDAY,0.0035537374205887,0.0562433339655399,0.07694189,0.0035999177764968
CPRT,0.0020322832278907,0.0411659814417362,0.04419447,-0.3854662397895554
ADSK,0.0040839063003659,0.051926914602518,0.08502051,0.8878173905607954
CRWD,0.0068440660834312,0.0763799324631691,0.082567446,-1.4744062771864277
MCHP,0.005455884616822,0.0570094399154186,0.06395533,0.0829975214891455
KDP,0.0016848711529746,0.0290196519345045,0.13025081,0.9274835404021052
ODFL,0.0033157579600811,0.044593259692192,0.052409686,0.8420676283580646
PAYX,0.0037894831039011,0.0502760969102382,0.1018018,-0.469162628962714
ROST,0.0003713415644597,0.0159144885838031,0.019097092,0.94404695790462
KHC,0.0016250755870714,0.0256854705512523,0.064226516,0.8297349444875185
FTNT,0.0033215961884707,0.0430506840348243,0.07839377,0.7503105702048056
EXC,0.0005476893857121,0.0183304175734519,0.0897004,0.5556284654597639
AEP,0.0009011532529257,0.025914778932929,0.07084326,0.8659665024085019
IDXX,0.0022524050436913,0.0384780466556549,0.054251097,0.7873809684395799
EA,0.0028904052451252,0.0416549444198608,0.072762355,0.68560736904859
BKR,0.000880338717252,0.0241201501339674,0.034660265,0.7432533664158686
CTSH,0.0007982566021382,0.0231179688125848,0.036195666,0.9542861815565212
VRSK,0.0021904597524553,0.0404249802231788,0.05294909,0.7089328996173565
CSGP,0.0024627838283777,0.0361761935055255,0.042091623,0.681474316206748
DDOG,0.0019541862420737,0.0279436968266963,0.034319982,0.295535595212554
ON,0.0013162188697606,0.0321924164891243,0.08400801,0.7986386895942305
TTD,0.0017419889336451,0.0325834788382053,0.037743375,0.6632347860756045
MRNA,0.0069831521250307,0.042146012187004,0.12642276,-0.6944240612469537
FANG,0.0008341443026438,0.0204981472343206,0.022192761,0.8792066633704235
ZS,0.0006516192806884,0.020425446331501,0.03573107,0.8571855271287547
DLTR,0.0032117764931172,0.0379626974463462,0.123853646,0.774250413746036
ANSS,0.0005842581158503,0.0194308571517467,0.024000818,0.8143834792779843
EBAY,0.0220624301582574,0.1408925056457519,0.15512395,-5.716832565148548
ILMN,0.0004489887214731,0.0168298967182636,0.08878309,0.8169417471731754
ALGN,0.0010338361607864,0.0230636708438396,0.037852038,0.8310123992364874
ENPH,0.0007382094045169,0.020314235240221,0.14317858,-0.1143275773189234
