oftic,TICKER,CUSIP,CNAME,STATPERS,NUMEST,NUMUP4W,NUMDOWN4W,NUMUP1M,NUMDOWN1M,MEANPTG,MEDPTG,STDEV,PTGHIGH,PTGLOW,CURR,USFIRM
ABNB,ABNB,00906610,AIRBNB INC,2020-12-17,3,0,0,0,0,104.333,103,30.022,135,75,USD,1
ABNB,ABNB,00906610,AIRBNB INC,2021-01-14,25,1,0,1,0,155.24,151,23.15,200,103,USD,1
ABNB,ABNB,00906610,AIRBNB INC,2021-02-18,27,3,0,3,0,159.296,154,24.889,220,120,USD,1
ABNB,ABNB,00906610,AIRBNB INC,2021-03-18,25,22,0,22,0,185.84,180,31.67,240,130,USD,1
ABNB,ABNB,00906610,AIRBNB INC,2021-04-15,27,1,0,1,0,188.074,180,32.219,245,130,USD,1
ABNB,ABNB,00906610,AIRBNB INC,2021-05-20,27,3,16,3,16,174.185,174,29.029,240,119,USD,1
ABNB,ABNB,00906610,AIRBNB INC,2021-06-17,28,0,2,0,2,172.5,170,28.703,240,119,USD,1
ABNB,ABNB,00906610,AIRBNB INC,2021-07-15,28,0,0,0,0,172.5,170,28.703,240,119,USD,1
ABNB,ABNB,00906610,AIRBNB INC,2021-08-19,31,8,2,8,2,175.71,170,25.124,240,140,USD,1
ABNB,ABNB,00906610,AIRBNB INC,2021-09-16,32,0,0,0,0,174.344,170,25.895,240,132,USD,1
ABNB,ABNB,00906610,AIRBNB INC,2021-10-14,34,4,1,4,1,177.529,175.5,24.339,220,132,USD,1
ABNB,ABNB,00906610,AIRBNB INC,2021-11-18,34,25,0,25,0,197.088,195,24.131,250,140,USD,1
ABNB,ABNB,00906610,AIRBNB INC,2021-12-16,34,0,1,0,1,196.294,194.5,24.572,250,140,USD,1
ABNB,ABNB,00906610,AIRBNB INC,2022-01-20,34,1,3,1,3,194.059,194,26.186,250,140,USD,1
ABNB,ABNB,00906610,AIRBNB INC,2022-02-17,34,23,1,23,1,201.618,202.5,25.814,250,150,USD,1
ABNB,ABNB,00906610,AIRBNB INC,2022-03-17,34,2,1,2,1,198.618,199,25.551,250,150,USD,1
ABNB,ABNB,00906610,AIRBNB INC,2022-04-14,32,1,0,1,0,199.031,202.5,26.289,250,150,USD,1
ABNB,ABNB,00906610,AIRBNB INC,2022-05-19,33,4,11,3,13,190.515,190,25.229,250,145,USD,1
ABNB,ABNB,00906610,AIRBNB INC,2022-06-16,32,0,6,0,6,181.625,182.5,31.906,250,95,USD,1
ABNB,ABNB,00906610,AIRBNB INC,2022-07-14,31,0,6,0,6,172.645,175,38.173,250,95,USD,1
ABNB,ABNB,00906610,AIRBNB INC,2022-08-18,30,1,21,1,22,141.033,140,29.472,214,100,USD,1
ABNB,ABNB,00906610,AIRBNB INC,2022-09-15,29,1,0,1,0,142.448,140,28.938,214,100,USD,1
ABNB,ABNB,00906610,AIRBNB INC,2022-10-20,30,1,2,1,2,140.567,140,25.477,197,100,USD,1
ABNB,ABNB,00906610,AIRBNB INC,2022-11-17,31,2,14,2,14,133.645,132,23.423,186,98,USD,1
ABNB,ABNB,00906610,AIRBNB INC,2022-12-15,33,1,3,1,3,130.333,125,24.503,186,80,USD,1
ABNB,ABNB,00906610,AIRBNB INC,2023-01-19,33,0,6,0,6,125.182,120,21.521,165,80,USD,1
ABNB,ABNB,00906610,AIRBNB INC,2023-02-16,32,23,1,23,1,137.531,138.5,19.589,165,98,USD,1
ABNB,ABNB,00906610,AIRBNB INC,2023-03-16,32,1,0,1,0,138.156,139,19.262,165,98,USD,1
ABNB,ABNB,00906610,AIRBNB INC,2023-04-20,30,3,1,3,1,135.367,137.5,22.944,185,75,USD,1
ABNB,ABNB,00906610,AIRBNB INC,2023-05-18,30,2,19,2,19,130.533,134,21.287,185,95,USD,1
ABNB,ABNB,00906610,AIRBNB INC,2023-06-15,32,0,2,0,2,129.031,131.5,21.439,185,95,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2020-09-17,24,21,0,21,0,552.775,560,40.059,600,410,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2020-10-15,23,0,0,0,0,552.026,560,40.787,600,410,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2020-11-19,23,0,0,0,0,552.026,560,40.787,600,410,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2020-12-17,23,8,1,8,1,557.07,570,41.974,605,410,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2021-01-14,21,1,0,1,0,565.2,570,27.947,605,500,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2021-02-18,24,0,0,0,0,563.3,570,28.61,605,500,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2021-03-18,23,0,0,0,0,566.052,570,25.801,605,510,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2021-04-15,22,5,1,5,1,565.627,571.9,27.719,610,510,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2021-05-20,23,0,1,0,1,569.252,570,28.576,650,511,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2021-06-17,24,2,0,2,0,575.533,575,29.958,650,511,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2021-07-15,24,20,0,20,0,618.992,625,39.165,700,550,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2021-08-19,24,5,0,5,0,640.492,639,52.763,750,550,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2021-09-16,24,6,0,6,0,660.325,645,65.255,750,550,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2021-10-14,26,16,1,16,1,703.923,706,52.391,800,560,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2021-11-18,28,0,0,0,0,706.143,706,51.948,800,560,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2021-12-16,28,2,4,2,4,709.393,706,55.049,820,560,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2022-01-20,28,0,4,0,19,662.929,662.5,48.162,750,560,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2022-02-17,27,0,1,0,1,664.704,660,43.522,750,575,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2022-03-17,27,0,8,0,8,633.185,640,61.544,750,460,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2022-04-14,27,1,21,1,21,563.696,570,48.427,650,455,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2022-05-19,27,0,1,0,1,560.919,560,48.415,650,455,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2022-06-16,27,0,7,0,7,547.4,550,54.51,650,425,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2022-07-14,28,0,23,0,23,466.243,464.5,52.26,560,362,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2022-08-18,28,0,2,0,2,461.429,452,48.948,540,362,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2022-09-15,28,3,4,3,4,453.679,450,51.689,540,360,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2022-10-20,30,0,10,0,23,368.767,352,47.116,475,310,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2022-11-17,30,1,0,1,0,370.767,354.5,47.126,475,310,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2022-12-15,30,2,1,2,1,372.667,354.5,45.334,475,321,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2023-01-19,31,1,2,14,2,385.968,390,42.537,475,321,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2023-02-16,31,2,1,2,1,387.484,394,37.605,475,321,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2023-03-16,30,13,1,13,1,394.933,400,37.055,475,321,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2023-04-20,30,3,0,5,0,398.6,400,34.731,480,321,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2023-05-18,30,0,0,0,0,398.6,400,34.731,480,321,USD,1
ADBE,ADBE,00724F10,ADOBE INC,2023-06-15,29,17,0,17,0,449.31,457,55.386,540,321,USD,1
ADI,@IDRX,AABJMC12,APN INDUSTRIA REIT,2020-09-17,4,0,1,0,1,2.787,2.672,0.325,3.256,2.55,AUD,0
ADI,@IDRX,AABJMC12,APN INDUSTRIA REIT,2020-10-15,4,0,0,0,0,2.787,2.672,0.325,3.256,2.55,AUD,0
ADI,@IDRX,AABJMC12,APN INDUSTRIA REIT,2020-11-19,4,1,0,1,0,2.885,2.849,0.286,3.256,2.589,AUD,0
ADI,@IDRX,AABJMC12,APN INDUSTRIA REIT,2020-12-17,5,3,0,3,0,2.976,2.971,0.251,3.265,2.589,AUD,0
ADI,@IDRX,AABJMC12,APN INDUSTRIA REIT,2021-01-14,5,1,0,1,0,3.031,2.971,0.158,3.265,2.863,AUD,0
ADI,@IDRX,AABJMC12,APN INDUSTRIA REIT,2021-02-18,5,2,2,2,2,2.987,2.981,0.266,3.363,2.687,AUD,0
ADI,@IDRX,AABJMC12,APN INDUSTRIA REIT,2021-03-18,5,0,1,0,1,2.985,2.981,0.269,3.363,2.677,AUD,0
ADI,@IDRX,AABJMC12,APN INDUSTRIA REIT,2021-04-15,5,0,1,0,1,2.971,2.981,0.29,3.363,2.608,AUD,0
ADI,@IDRX,AABJMC12,APN INDUSTRIA REIT,2021-05-20,4,1,0,1,0,3.081,3.084,0.233,3.363,2.794,AUD,0
ADI,@IDRX,AABJMC12,APN INDUSTRIA REIT,2021-06-17,4,1,0,1,0,3.108,3.138,0.244,3.363,2.794,AUD,0
ADI,@IDRX,AABJMC12,APN INDUSTRIA REIT,2021-07-15,4,0,0,0,0,3.108,3.138,0.244,3.363,2.794,AUD,0
ADI,@IDRX,AABJMC12,APN INDUSTRIA REIT,2021-08-19,4,2,0,2,0,3.194,3.251,0.328,3.481,2.794,AUD,0
ADI,@IDRX,AABJMC12,APN INDUSTRIA REIT,2021-09-16,5,2,0,2,0,3.412,3.442,0.089,3.501,3.295,AUD,0
ADI,@IDRX,AABJMC12,DEXUS INDUSTRIA REIT,2021-10-14,5,3,0,3,0,3.552,3.442,0.253,3.893,3.295,AUD,0
ADI,@IDRX,AABJMC12,DEXUS INDUSTRIA REIT,2021-11-18,5,0,0,1,0,3.576,3.56,0.246,3.893,3.295,AUD,0
ADI,ADI,03265410,ANALOG DEVICES INC,2020-09-17,21,1,0,1,0,138.4,140,8.35,155,120,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2020-10-15,21,0,1,0,1,138.162,140,7.913,150,120,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2020-11-19,21,3,0,3,0,140.448,140,10.037,160,120,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2020-12-17,21,18,0,18,0,155.638,155,10.224,180,130.4,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2021-01-14,21,6,0,6,0,160.971,160,12.531,180,130.4,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2021-02-18,21,15,0,16,0,176.019,180,16.795,200,130.4,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2021-03-18,21,2,0,2,0,179.114,183,15.657,200,130.4,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2021-04-15,20,2,0,2,0,182.75,185,12.126,200,160,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2021-05-20,19,3,2,3,2,183.526,185,10.548,200,165,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2021-06-17,20,0,0,0,0,183.35,184,10.297,200,165,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2021-07-15,21,4,0,4,0,185.762,185,11.571,206,165,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2021-08-19,22,10,0,10,0,188.864,190,11.614,206,165,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2021-09-16,23,6,0,6,0,190.478,192,12.184,210,165,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2021-10-14,25,3,0,3,0,193.16,200,13.713,215,165,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2021-11-18,25,1,0,1,0,193.56,200,14.063,215,165,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2021-12-16,25,21,1,21,1,208.16,210,11.131,220,180,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2022-01-20,25,0,1,0,1,207.56,210,12.22,220,180,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2022-02-17,25,4,4,4,4,205.6,210,13.799,225,177,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2022-03-17,24,0,0,0,0,205.833,210,14.045,225,177,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2022-04-14,24,2,3,2,3,204.292,208,14.375,225,177,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2022-05-19,25,3,3,3,3,202.044,205,14.725,220,177,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2022-06-16,25,0,1,0,1,201.524,205,15.523,220,173,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2022-07-14,24,0,4,0,4,196.963,196,16.096,220,170,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2022-08-18,23,3,3,1,5,195.048,192,15.764,220,170,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2022-09-15,23,1,0,1,0,195.178,195,15.75,220,170,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2022-10-20,25,0,4,0,5,189.508,190,17.201,220,155,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2022-11-17,26,0,1,0,1,187.796,190,19.397,220,140,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2022-12-15,26,14,1,14,1,192.885,195,16.125,220,145,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2023-01-19,26,0,1,1,1,192.885,195,15.875,214,145,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2023-02-16,26,23,0,23,0,215.462,225,18.472,251,175,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2023-03-16,26,1,0,1,0,216.808,225,18.575,251,175,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2023-04-20,25,2,0,2,0,218.28,225,18.838,251,175,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2023-05-18,25,1,0,1,0,219.216,225,17.438,251,175,USD,1
ADI,ADI,03265410,ANALOG DEVICES INC,2023-06-15,25,1,19,1,19,205.332,205,12.701,235,175,USD,1
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2020-09-17,16,0,2,0,2,89.5,88,9.606,115,72,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2020-10-15,17,0,3,0,3,91.176,86,17.187,145,72,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2020-11-19,18,4,0,4,0,94.056,88,17.127,145,75,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2020-12-17,18,4,1,4,1,94.278,90.5,12.564,115,75,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2021-01-14,18,1,1,1,1,94.167,90.5,12.844,115,75,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2021-02-18,17,2,5,5,6,94.353,94,11.864,115,75,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2021-03-18,17,6,0,6,0,99.176,99,15.86,140,75,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2021-04-15,17,0,0,0,0,99.176,99,15.86,140,75,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2021-05-20,17,0,0,2,0,99.941,99,15.502,140,75,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2021-06-17,17,1,0,1,0,100.294,99,15.739,140,75,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2021-07-15,17,4,0,4,0,103.118,101,13.856,140,84,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2021-08-19,16,0,3,0,3,99.313,100,9.492,115,84,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2021-09-16,16,0,0,0,0,99.313,100,9.492,115,84,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2021-10-14,16,2,0,2,0,100.313,100,9.478,115,84,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2021-11-18,18,3,1,5,0,104.778,105,10.497,121,85,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2021-12-16,18,0,1,0,1,104.297,105,11.596,121,76.35,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2022-01-20,19,6,1,7,1,106.211,108,11.013,121,80,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2022-02-17,18,2,1,2,1,108.389,109.5,11.346,123,80,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2022-03-17,17,3,0,3,0,109.941,112,11.261,123,80,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2022-04-14,17,5,2,5,2,113.176,112,11.679,134,98,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2022-05-19,17,5,1,5,1,114.882,112,12.509,140,98,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2022-06-16,17,1,0,1,0,115.294,112,13.237,140,98,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2022-07-14,17,1,2,1,2,115.529,112,13.005,140,98,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2022-08-18,17,4,1,5,1,120.941,115,14.75,150,98,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2022-09-15,17,1,0,1,0,121.647,115,15.48,150,98,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2022-10-20,18,1,0,2,0,123.611,121,16.684,150,98,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2022-11-17,18,2,2,2,2,124,125,16.194,150,98,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2022-12-15,18,3,0,3,0,126.222,125.5,14.839,150,98,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2023-01-19,18,2,0,2,0,127.389,125.5,15.595,155,98,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2023-02-16,17,5,0,5,0,133.706,135,14.395,160,110,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2023-03-16,17,0,2,0,2,133.294,134,13.86,155,110,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2023-04-20,16,5,2,5,2,136.625,136.5,11.871,155,120,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2023-05-18,16,5,0,5,0,138.688,140,13.405,165,120,EUR,0
ADP,@YJ9,EFB164FY,AEROPORTS DE PARIS SA,2023-06-15,17,1,0,1,0,139.294,142,12.761,165,120,EUR,0
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2020-09-17,17,0,0,0,0,149.706,147,14.861,181,124,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2020-10-15,17,1,1,1,1,149.647,146,14.684,181,124,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2020-11-19,17,15,0,15,0,167.647,165,15.235,197,139,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2020-12-17,17,0,0,0,0,167.647,165,15.235,197,139,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2021-01-14,18,3,1,3,1,168.222,167.5,16.886,200,139,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2021-02-18,18,15,0,15,0,180.889,179,15.922,210,150,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2021-03-18,18,0,0,0,0,180.889,179,15.922,210,150,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2021-04-15,18,2,0,2,0,182.389,179,15.964,210,150,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2021-05-20,19,14,0,15,0,196.274,198.2,16.823,216,163,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2021-06-17,19,1,0,1,0,196.8,198.2,17.422,220,163,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2021-07-15,19,1,0,1,0,197.537,200,17.37,220,163,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2021-08-19,18,14,0,14,0,210.806,215,18.387,230,163,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2021-09-16,18,0,0,0,0,210.806,215,18.387,230,163,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2021-10-14,18,0,0,0,0,210.806,215,18.387,230,163,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2021-11-18,18,14,0,14,0,227.139,233.5,20.588,250,171,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2021-12-16,18,2,0,2,0,228.972,235,21.657,260,171,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2022-01-20,17,1,0,2,0,231.494,238,22.101,260,171,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2022-02-17,16,2,12,2,12,216.825,219.1,16.511,240,174,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2022-03-17,16,2,0,2,0,219.638,220,16.127,240,174,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2022-04-14,16,1,0,1,0,220.075,220,16.029,240,174,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2022-05-19,16,14,0,14,0,233.375,235,13.841,257,199,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2022-06-16,16,0,0,0,0,233.375,235,13.841,257,199,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2022-07-14,16,0,0,0,0,233.375,235,13.841,257,199,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2022-08-18,17,10,1,10,1,241.176,245,19.027,280,208,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2022-09-15,17,2,0,2,0,246.412,248,20.396,280,208,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2022-10-20,17,1,0,1,0,246.765,248,20.145,280,208,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2022-11-17,17,7,1,7,1,249.353,251,17.201,280,213,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2022-12-15,17,2,0,2,0,252.353,251,20.068,285,213,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2023-01-19,17,2,0,2,0,252.706,251,19.547,285,213,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2023-02-16,16,0,8,0,8,247.813,249,16.368,278,213,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2023-03-16,16,0,0,0,0,247.813,249,16.368,278,213,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2023-04-20,16,0,5,0,5,242.813,245,19.17,278,211,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2023-05-18,16,0,13,0,13,231.188,235,21.751,275,180,USD,1
ADP,AUD,05301510,AUTOMATIC DATA PROCESSING INC,2023-06-15,17,0,0,0,0,231.118,235,21.062,275,180,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2020-09-17,21,13,0,13,0,262.857,270,37.791,326,170,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2020-10-15,20,1,0,1,0,268.4,270,32.515,326,180,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2020-11-19,20,1,1,1,1,268.4,270,32.917,326,180,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2020-12-17,20,16,0,16,0,288.65,292.5,29.793,345,224,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2021-01-14,19,5,0,5,0,299.684,305,38.697,350,224,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2021-02-18,20,2,0,5,0,315.1,332,39.383,370,224,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2021-03-18,18,5,1,5,1,319.333,337.5,35.779,370,256,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2021-04-15,18,1,0,1,0,322,337.5,37.387,370,256,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2021-05-20,17,0,1,0,1,325,335,34.404,370,260,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2021-06-17,17,8,0,8,0,333.235,340,27.977,370,265,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2021-07-15,17,1,1,1,1,334.2,340,28.417,370,265,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2021-08-19,17,3,0,3,0,338.729,340,31.89,380,265,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2021-09-16,19,7,3,7,3,350.021,355,30.421,400,265,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2021-10-14,19,0,1,0,1,349.737,355,30.55,400,265,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2021-11-18,21,4,0,4,0,358.048,363,36.488,450,265,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2021-12-16,21,2,18,2,18,329.81,340,37.631,440,250,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2022-01-20,20,0,1,0,1,330.1,340,38.792,440,250,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2022-02-17,21,0,4,0,4,317.762,306,41.006,440,250,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2022-03-17,20,0,14,0,14,286.75,285,41.855,440,220,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2022-04-14,19,0,3,0,3,283.253,285,44.67,440,210,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2022-05-19,18,0,2,0,3,272.822,277.5,32.121,355,210,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2022-06-16,18,1,12,1,12,252.211,250,37.214,355,185,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2022-07-14,18,0,2,0,2,249.939,250,39.256,355,185,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2022-08-18,21,4,0,4,0,252.567,257,38.375,355,185,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2022-09-15,21,7,3,7,3,256.805,263,35.305,355,185,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2022-10-20,22,0,2,0,2,251.995,256,35.807,355,180,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2022-11-17,22,1,1,1,1,252.541,256,35.675,355,180,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2022-12-15,22,0,17,0,17,230.7,225,30.382,325,180,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2023-01-19,25,0,1,0,1,228.256,225,28.14,325,180,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2023-02-16,25,4,0,4,0,231.616,230,28.461,325,180,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2023-03-16,24,7,4,7,4,232.208,237.5,21.077,265,180,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2023-04-20,24,1,0,1,0,232.417,237.5,20.976,265,180,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2023-05-18,23,0,1,0,1,233.609,240,20.153,265,180,USD,1
ADSK,ACAD,05276910,AUTODESK INC,2023-06-15,22,0,3,0,3,229.864,230,18.46,265,180,USD,1
AEP,04LC,04930410,ATLAS ENGINEERED PRODUCTS LTD,2023-03-16,2,0,0,0,0,1.525,1.525,0.318,1.75,1.3,CAD,0
