oftic,TICKER,CUSIP,CNAME,STATPERS,NUMEST,NUMUP4W,NUMDOWN4W,NUMUP1M,NUMDOWN1M,MEANPTG,MEDPTG,STDEV,PTGHIGH,PTGLOW,CURR,USFIRM
CPRT,CPRT,21720410,COPART INC,2022-04-14,8,0,0,0,0,84.375,84.5,4.373,91,77.5,USD,1
CPRT,CPRT,21720410,COPART INC,2022-05-19,7,0,2,0,2,82.143,84,7.273,91,70,USD,1
CPRT,CPRT,21720410,COPART INC,2022-06-16,7,1,2,1,2,78.214,75.5,8.077,91,67,USD,1
CPRT,CPRT,21720410,COPART INC,2022-07-14,7,0,0,0,0,78.214,75.5,8.077,91,67,USD,1
CPRT,CPRT,21720410,COPART INC,2022-08-18,7,0,0,0,0,78.214,75.5,8.077,91,67,USD,1
CPRT,CPRT,21720410,COPART INC,2022-09-15,7,0,4,0,4,74.857,71.5,9.049,91,65.5,USD,1
CPRT,CPRT,21720410,COPART INC,2022-10-20,7,0,0,0,0,74.857,71.5,9.049,91,65.5,USD,1
CPRT,CPRT,21720410,COPART INC,2022-11-17,7,2,0,2,0,76,74,8.347,91,65.5,USD,1
CPRT,CPRT,21720410,COPART INC,2022-12-15,8,3,2,3,2,74.625,74,7.482,91,64,USD,1
CPRT,CPRT,21720410,COPART INC,2023-01-19,8,1,0,1,0,75.125,74,7.492,91,64,USD,1
CPRT,CPRT,21720410,COPART INC,2023-02-16,8,1,0,1,0,75.625,74.5,7.539,91,64,USD,1
CPRT,CPRT,21720410,COPART INC,2023-03-16,7,5,0,5,0,80.714,80,5.314,91,74,USD,1
CPRT,CPRT,21720410,COPART INC,2023-04-20,7,1,0,1,0,81.286,80,4.645,91,78,USD,1
CPRT,CPRT,21720410,COPART INC,2023-05-18,7,5,0,5,0,88.429,91,7.368,95,78,USD,1
CPRT,CPRT,21720410,COPART INC,2023-06-15,7,1,0,1,0,90.143,91,5.757,95,78,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2020-09-17,21,20,0,20,0,151.524,150,14.073,172,122,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2020-10-15,21,1,0,1,0,154.095,158,13.323,176,125,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2020-11-19,19,2,0,6,0,160.053,160,12.213,176,125,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2020-12-17,19,19,0,19,0,183.947,185,15.02,206,150,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2021-01-14,19,9,0,9,0,204.421,200,32.329,275,150,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2021-02-18,22,3,0,5,0,226.727,232.5,37.469,280,161,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2021-03-18,21,11,0,11,0,251.286,250,25.732,295,175,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2021-04-15,20,0,2,0,2,254.85,250,15.315,280,225,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2021-05-20,22,0,3,0,3,250.5,250,14.52,280,225,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2021-06-17,24,9,0,9,0,253.458,251.5,15.137,280,220,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2021-07-15,24,10,0,10,0,274.667,278.5,25.047,330,220,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2021-08-19,26,1,0,2,0,279.115,282,25.469,330,220,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2021-09-16,26,18,0,18,0,310.615,311.5,17.795,340,264,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2021-10-14,27,0,0,0,0,310.481,310,17.463,340,264,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2021-11-18,28,2,0,2,0,310.25,310,23.8,360,247,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2021-12-16,28,2,10,2,10,296.821,300,26.254,350,247,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2022-01-20,30,0,5,0,5,285.767,284.5,34.6,350,197,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2022-02-17,31,0,3,0,3,279.645,275,37.615,350,197,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2022-03-17,31,4,12,4,12,265.129,257,35.425,350,196,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2022-04-14,31,8,0,8,0,273.065,275,30.606,350,212,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2022-05-19,31,1,4,2,4,266.613,275,36.627,350,181,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2022-06-16,32,2,17,2,17,242.094,232,41.622,385,188,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2022-07-14,31,1,1,1,1,239.516,230,41.523,385,188,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2022-08-18,32,3,1,3,1,241.063,231,40.65,385,188,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2022-09-15,30,13,1,13,1,238.43,233,35.2,385,179.9,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2022-10-20,36,0,0,0,0,239.858,235.5,32.837,385,179.9,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2022-11-17,37,0,1,0,1,238.646,235,32.998,385,179.9,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2022-12-15,37,0,33,0,33,180.135,175,45.578,385,120,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2023-01-19,40,0,11,0,11,169.25,163,47.558,385,110,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2023-02-16,42,0,1,0,1,166.881,160.5,47.539,385,110,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2023-03-16,42,19,2,19,2,172.738,165,41.943,385,125,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2023-04-20,40,3,2,3,2,169.525,167.5,26.858,235,125,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2023-05-18,41,1,0,1,0,169.756,170,26.365,235,125,USD,1
CRWD,CRWD,22788C10,CROWDSTRIKE HOLDINGS INC,2023-06-15,42,21,2,21,2,176.738,175,23.022,235,128,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2020-09-17,21,1,1,1,1,49.119,49,3.647,55,43.5,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2020-10-15,22,0,3,0,3,47.75,48,4.32,55,41,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2020-11-19,22,8,1,7,2,47.955,47,4.786,57,41,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2020-12-17,21,0,0,0,0,48.286,48,4.638,57,41,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2021-01-14,24,1,0,1,0,48.708,48.5,5.034,59,41,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2021-02-18,22,13,1,13,1,50.955,50.5,3.773,59,45,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2021-03-18,21,1,0,1,0,51.143,51,3.759,59,45,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2021-04-15,21,4,1,4,1,52.048,51,4.995,64,45,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2021-05-20,23,10,2,11,2,55,55,5.737,65,45,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2021-06-17,24,2,1,2,1,55.583,56,5.532,65,45,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2021-07-15,24,3,0,3,0,56.083,56,5.324,65,46,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2021-08-19,24,15,0,15,0,59.125,59.5,4.619,65,46,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2021-09-16,25,12,1,12,1,62.18,63,5.162,74,52,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2021-10-14,26,1,0,1,0,62.519,63.5,5.209,74,52,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2021-11-18,25,2,5,3,5,62.38,64,5.438,73,50,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2021-12-16,24,2,2,2,2,62.213,62.05,5.082,73,54,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2022-01-20,24,1,0,2,0,62.921,63.55,5.208,73,54,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2022-02-17,24,5,2,5,2,64.087,64.5,5.436,73,54,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2022-03-17,24,2,2,2,2,63.908,64.5,5.066,73,56,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2022-04-14,24,0,2,0,2,62.992,63.5,6.4,73,45,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2022-05-19,24,0,15,0,15,55.117,53.5,8.953,73,40,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2022-06-16,24,0,3,0,3,54.042,52,8.725,73,40,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2022-07-14,24,0,1,0,1,54.042,52,8.735,73,40,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2022-08-18,24,10,2,10,2,54.667,52.5,7.933,73,40,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2022-09-15,24,3,2,3,2,55,53.5,7.437,73,44,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2022-10-20,23,0,0,0,1,54.783,53,7.763,73,44,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2022-11-17,22,4,2,4,2,55.045,52,8.214,73,44,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2022-12-15,23,3,0,3,0,55.278,52,7.849,73,44,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2023-01-19,22,1,0,2,0,54.791,52,6.828,71,44,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2023-02-16,20,14,1,14,1,56.37,55.5,5.769,69,46,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2023-03-16,20,4,0,4,0,57.55,56,4.817,69,51,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2023-04-20,20,0,0,0,0,57.55,56,4.817,69,51,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2023-05-18,18,1,5,1,5,56.222,55.5,4.11,65,51,USD,1
CSCO,CSCO,17275R10,CISCO SYSTEMS INC,2023-06-15,17,2,1,2,1,55.876,55.9,3.689,64,51,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2020-09-17,12,1,0,1,0,86.833,87,5.074,92.7,80,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2020-10-15,12,2,0,2,0,89.358,90.75,5.474,100,80,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2020-11-19,12,6,0,6,0,95.25,96.35,5.012,100,84.8,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2020-12-17,12,4,0,4,0,96.9,99.5,5.268,102.5,84.8,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2021-01-14,12,1,0,1,0,97.733,100,5.299,102.5,84.8,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2021-02-18,11,0,0,0,0,97.618,100,5.542,102.5,84.8,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2021-03-18,11,1,1,1,1,97.536,100,3.875,102.5,90,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2021-04-15,11,0,0,0,0,97.536,100,3.875,102.5,90,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2021-05-20,10,8,0,8,0,104.79,105,3.604,110,100,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2021-06-17,10,0,0,0,0,104.79,105,3.604,110,100,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2021-07-15,10,1,0,1,0,105.04,105,3.513,110,100,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2021-08-19,10,1,5,1,5,102.79,103.5,4.013,110,98,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2021-09-16,10,0,1,0,1,102.1,101,4.012,110,98,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2021-10-14,11,0,0,0,0,102.727,102,4.338,110,98,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2021-11-18,11,5,0,5,0,106.818,107,4.332,115,99,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2021-12-16,11,0,0,0,0,106.818,107,4.332,115,99,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2022-01-20,12,0,1,0,1,104.333,105,7.596,115,85,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2022-02-17,12,0,1,0,1,103.417,105,7.645,115,85,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2022-03-17,11,0,10,0,10,79.455,76,13.845,110,60,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2022-04-14,10,1,1,1,1,74.9,72.5,9.339,92,65,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2022-05-19,10,3,0,3,0,76.4,76,8.72,92,65,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2022-06-16,10,0,0,0,0,76.4,76,8.72,92,65,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2022-07-14,10,0,0,0,0,76.4,76,8.72,92,65,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2022-08-18,10,6,0,6,0,80.7,82,7.631,92,67,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2022-09-15,11,2,0,2,0,82.909,84,7.341,92,67,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2022-10-20,11,1,0,1,0,83.364,85,7.298,92,67,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2022-11-17,11,7,0,7,0,89.818,90,7.195,102,76,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2022-12-15,12,1,0,1,0,90.917,91,7.669,102,76,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2023-01-19,13,0,0,0,0,91.615,92,7.763,102,76,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2023-02-16,13,1,0,1,0,91.692,92,7.674,102,76,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2023-03-16,12,0,8,0,8,84.25,85.5,9.631,100,65,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2023-04-20,12,0,0,0,0,84.25,85.5,9.631,100,65,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2023-05-18,13,3,0,3,0,86.385,87,10.235,102,65,USD,1
CSGP,RIGX,22160N10,COSTAR GROUP INC,2023-06-15,13,0,0,0,0,86.385,87,10.235,102,65,USD,1
CSX,02ZA,18451F10,CLEAN SEED CAPITAL GROUP LTD,2020-09-17,1,0,0,0,0,1.14,1.14,,1.14,1.14,CAD,0
CSX,02ZA,18451F10,CLEAN SEED CAPITAL GROUP LTD,2020-10-15,1,0,0,0,0,1.14,1.14,,1.14,1.14,CAD,0
CSX,02ZA,18451F10,CLEAN SEED CAPITAL GROUP LTD,2020-11-19,1,0,0,0,0,1.14,1.14,,1.14,1.14,CAD,0
CSX,02ZA,18451F10,CLEAN SEED CAPITAL GROUP LTD,2020-12-17,1,0,0,0,0,1.14,1.14,,1.14,1.14,CAD,0
CSX,02ZA,18451F10,CLEAN SEED CAPITAL GROUP LTD,2021-01-14,1,0,0,0,0,1.14,1.14,,1.14,1.14,CAD,0
CSX,02ZA,18451F10,CLEAN SEED CAPITAL GROUP LTD,2021-02-18,1,0,0,0,0,1.14,1.14,,1.14,1.14,CAD,0
CSX,02ZA,18451F10,CLEAN SEED CAPITAL GROUP LTD,2021-03-18,1,0,0,0,0,1.14,1.14,,1.14,1.14,CAD,0
CSX,02ZA,18451F10,CLEAN SEED CAPITAL GROUP LTD,2021-04-15,1,0,0,0,0,1.14,1.14,,1.14,1.14,CAD,0
CSX,02ZA,18451F10,CLEAN SEED CAPITAL GROUP LTD,2021-05-20,1,0,0,0,0,1.14,1.14,,1.14,1.14,CAD,0
CSX,02ZA,18451F10,CLEAN SEED CAPITAL GROUP LTD,2021-06-17,1,0,0,0,0,1.14,1.14,,1.14,1.14,CAD,0
CSX,02ZA,18451F10,CLEAN SEED CAPITAL GROUP LTD,2021-07-15,1,0,0,0,0,1.14,1.14,,1.14,1.14,CAD,0
CSX,02ZA,18451F10,CLEAN SEED CAPITAL GROUP LTD,2021-08-19,1,0,0,0,0,1.14,1.14,,1.14,1.14,CAD,0
CSX,02ZA,18451F10,CLEAN SEED CAPITAL GROUP LTD,2022-04-14,1,0,0,0,0,1.01,1.01,,1.01,1.01,CAD,0
CSX,02ZA,18451F10,CLEAN SEED CAPITAL GROUP LTD,2022-05-19,1,0,0,0,0,1.01,1.01,,1.01,1.01,CAD,0
CSX,02ZA,18451F10,CLEAN SEED CAPITAL GROUP LTD,2022-06-16,1,0,0,0,0,1.01,1.01,,1.01,1.01,CAD,0
CSX,02ZA,18451F10,CLEAN SEED CAPITAL GROUP LTD,2022-07-14,1,0,0,0,0,1.01,1.01,,1.01,1.01,CAD,0
CSX,02ZA,18451F10,CLEAN SEED CAPITAL GROUP LTD,2022-08-18,1,0,0,0,0,1.01,1.01,,1.01,1.01,CAD,0
CSX,02ZA,18451F10,CLEAN SEED CAPITAL GROUP LTD,2022-09-15,1,0,0,0,0,1.01,1.01,,1.01,1.01,CAD,0
CSX,02ZA,18451F10,CLEAN SEED CAPITAL GROUP LTD,2022-10-20,1,0,0,0,0,1.01,1.01,,1.01,1.01,CAD,0
CSX,02ZA,18451F10,CLEAN SEED CAPITAL GROUP LTD,2022-11-17,1,0,0,0,0,1.01,1.01,,1.01,1.01,CAD,0
CSX,02ZA,18451F10,CLEAN SEED CAPITAL GROUP LTD,2022-12-15,1,0,0,0,0,1.01,1.01,,1.01,1.01,CAD,0
CSX,02ZA,18451F10,CLEAN SEED CAPITAL GROUP LTD,2023-01-19,1,0,0,0,0,1.01,1.01,,1.01,1.01,CAD,0
CSX,02ZA,18451F10,CLEAN SEED CAPITAL GROUP LTD,2023-02-16,1,0,0,0,0,1.01,1.01,,1.01,1.01,CAD,0
CSX,02ZA,18451F10,CLEAN SEED CAPITAL GROUP LTD,2023-03-16,1,0,0,0,0,1.01,1.01,,1.01,1.01,CAD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2020-11-19,2,0,0,0,0,7,7,0.354,7.25,6.75,AUD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2020-12-17,2,0,0,0,0,7,7,0.354,7.25,6.75,AUD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2021-01-14,2,2,0,2,0,7.575,7.575,0.106,7.65,7.5,AUD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2021-02-18,2,0,0,0,0,7.575,7.575,0.106,7.65,7.5,AUD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2021-03-18,2,0,1,0,1,7.125,7.125,0.53,7.5,6.75,AUD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2021-04-15,2,0,2,0,2,2.14,2.14,0.198,2.28,2,AUD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2021-05-20,2,0,0,0,0,2.14,2.14,0.198,2.28,2,AUD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2021-06-17,2,0,0,0,0,2.14,2.14,0.198,2.28,2,AUD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2021-07-15,2,0,2,0,2,1.725,1.725,0.035,1.75,1.7,AUD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2021-08-19,2,0,0,0,0,1.725,1.725,0.035,1.75,1.7,AUD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2021-09-16,2,0,2,0,2,1.499,1.499,0.001,1.5,1.498,AUD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2021-10-14,2,0,0,0,0,1.499,1.499,0.001,1.5,1.498,AUD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2021-11-18,1,0,0,0,0,1.498,1.498,,1.498,1.498,AUD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2021-12-16,1,0,0,0,0,1.498,1.498,,1.498,1.498,AUD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2022-01-20,1,0,0,0,0,1.498,1.498,,1.498,1.498,AUD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2022-02-17,1,0,0,0,0,1.498,1.498,,1.498,1.498,AUD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2022-03-17,1,0,1,0,1,1.11,1.11,,1.11,1.11,AUD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2022-04-14,1,0,0,0,0,1.11,1.11,,1.11,1.11,AUD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2022-05-19,1,0,0,0,0,1.11,1.11,,1.11,1.11,AUD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2022-06-16,1,0,0,0,0,1.11,1.11,,1.11,1.11,AUD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2022-07-14,1,0,0,0,0,1.11,1.11,,1.11,1.11,AUD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2022-08-18,1,0,0,0,0,1.11,1.11,,1.11,1.11,AUD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2022-09-15,1,0,1,0,1,0.71,0.71,,0.71,0.71,AUD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2022-10-20,1,0,0,0,0,0.71,0.71,,0.71,0.71,AUD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2022-11-17,1,0,0,0,0,0.71,0.71,,0.71,0.71,AUD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2022-12-15,1,0,0,0,0,0.71,0.71,,0.71,0.71,AUD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2023-01-19,1,0,0,0,0,0.71,0.71,,0.71,0.71,AUD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2023-02-16,1,0,0,0,0,0.71,0.71,,0.71,0.71,AUD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2023-03-16,1,0,1,0,1,0.55,0.55,,0.55,0.55,AUD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2023-04-20,1,0,0,0,0,0.55,0.55,,0.55,0.55,AUD,0
CSX,@034W,AABMCM2Q,CLEANSPACE HOLDINGS LTD,2023-05-18,1,0,0,0,0,0.55,0.55,,0.55,0.55,AUD,0
CSX,CSX,12640810,CSX CORP,2020-09-17,23,5,0,5,0,26.797,26.667,2.904,31.667,17.333,USD,1
CSX,CSX,12640810,CSX CORP,2020-10-15,25,17,1,17,1,28.653,29,3.138,33.333,17.333,USD,1
CSX,CSX,12640810,CSX CORP,2020-11-19,25,3,0,17,0,29.827,30,3.136,34,17.333,USD,1
CSX,CSX,12640810,CSX CORP,2020-12-17,24,11,0,11,0,31.083,31.667,3.17,35,20,USD,1
CSX,CSX,12640810,CSX CORP,2021-01-14,24,11,0,11,0,32.736,33.333,3.64,38,20,USD,1
CSX,CSX,12640810,CSX CORP,2021-02-18,23,6,5,7,5,33.42,34,3.364,38,20.667,USD,1
CSX,CSX,12640810,CSX CORP,2021-03-18,22,0,0,0,0,33.545,34,3.388,38,20.667,USD,1
CSX,CSX,12640810,CSX CORP,2021-04-15,23,14,1,14,1,34.435,35,3.588,40,20.667,USD,1
CSX,CSX,12640810,CSX CORP,2021-05-20,23,3,0,11,1,35.464,36,3.683,39.333,20.667,USD,1
CSX,CSX,12640810,CSX CORP,2021-06-17,23,1,0,1,0,35.493,36,3.703,39.333,20.667,USD,1
CSX,CSX,12640810,CSX CORP,2021-07-15,25,10,4,10,4,35.867,37,3.709,40,21,USD,1
CSX,CSX,12640810,CSX CORP,2021-08-19,24,1,0,12,1,36.472,38,3.63,40,21,USD,1
CSX,CSX,12640810,CSX CORP,2021-09-16,24,0,0,0,0,36.472,38,3.63,40,21,USD,1
CSX,CSX,12640810,CSX CORP,2021-10-14,24,2,11,2,11,35.667,36,3.738,40,21,USD,1
CSX,CSX,12640810,CSX CORP,2021-11-18,25,3,0,21,0,37.84,39,3.912,42,22,USD,1
CSX,CSX,12640810,CSX CORP,2021-12-16,25,4,0,4,0,38.2,39,3.428,42,26,USD,1
CSX,CSX,12640810,CSX CORP,2022-01-20,24,12,0,13,0,40.083,41,3.844,45,26,USD,1
CSX,CSX,12640810,CSX CORP,2022-02-17,24,4,7,4,7,39.958,41,3.828,45,25,USD,1
CSX,CSX,12640810,CSX CORP,2022-03-17,24,3,2,3,2,40,41,3.753,45,25,USD,1
CSX,CSX,12640810,CSX CORP,2022-04-14,24,3,3,3,3,39.958,41,3.724,45,25,USD,1
CSX,CSX,12640810,CSX CORP,2022-05-19,24,0,1,5,4,39.583,40.5,3.833,45,25,USD,1
CSX,CSX,12640810,CSX CORP,2022-06-16,24,0,3,0,3,39.083,39.5,3.706,45,25,USD,1
CSX,CSX,12640810,CSX CORP,2022-07-14,24,0,15,0,15,35.792,36,3.776,42,25,USD,1
CSX,CSX,12640810,CSX CORP,2022-08-18,24,2,0,6,6,35.792,36.5,3.611,41,25,USD,1
CSX,CSX,12640810,CSX CORP,2022-09-15,24,0,1,0,1,35.708,36.5,3.507,41,25,USD,1
CSX,CSX,12640810,CSX CORP,2022-10-20,26,1,20,1,20,32.808,32.5,3.544,41,23,USD,1
CSX,CSX,12640810,CSX CORP,2022-11-17,26,4,4,4,4,32.692,33,3.095,38,23,USD,1
CSX,CSX,12640810,CSX CORP,2022-12-15,26,3,1,3,1,32.962,33,3.388,39,23,USD,1
CSX,CSX,12640810,CSX CORP,2023-01-19,27,9,0,12,1,34.2,35,3.096,39,24,USD,1
CSX,CSX,12640810,CSX CORP,2023-02-16,27,6,4,6,4,34.422,35,2.852,39,24,USD,1
CSX,CSX,12640810,CSX CORP,2023-03-16,26,0,0,0,0,34.4,35,2.907,39,24,USD,1
CSX,CSX,12640810,CSX CORP,2023-04-20,25,0,6,0,6,33.936,34,2.953,39,24,USD,1
CSX,CSX,12640810,CSX CORP,2023-05-18,25,16,0,16,0,34.936,35,2.876,40,26,USD,1
CSX,CSX,12640810,CSX CORP,2023-06-15,25,3,0,3,0,35.376,36,2.829,40,26,USD,1
