ticker,loss,mae,mape,r2
TTD,0.0018636593595147,0.0339284539222717,0.03918884,0.639266579054845
MRNA,0.005829500965774,0.0380768924951553,0.11627427,-0.5530301020175181
FANG,0.0135190393775701,0.1081987544894218,0.11887781,-0.984132830731766
ZS,0.0003555726143531,0.0151177262887358,0.025880184,0.9245108480899392
DLTR,0.0036661683116108,0.0425445586442947,0.13341115,0.7561484840836843
ANSS,0.0020550801418721,0.0389351211488246,0.048313394,0.3692586358757618
EBAY,0.0232860557734966,0.1466952711343765,0.16229549,-5.492764656711907
ILMN,0.000515675812494,0.0187279134988784,0.09883811,0.7785847695919388
ALGN,0.0085401097312569,0.086921751499176,0.14052022,-0.5992728258625737
ENPH,0.0003514717682264,0.0155218746513128,0.10558912,0.4199977295202771
