ticker,loss,mae,mape,r2
KDP,0.0014183665625751019,0.02614312805235386,0.04050313918106041,0.9276868422797377
ODFL,0.00375389470718801,0.0506911501288414,0.06940812183720503,0.7968947996875765
PAYX,0.0007908872212283313,0.017489122226834297,0.024581853374581648,0.852782459922742
ROST,0.0014144894666969776,0.025938665494322777,0.050253337299072345,0.8846843821845964
KHC,0.001127787516452372,0.021649278700351715,0.030215858131853856,0.9424068443332967
FTNT,0.003420937806367874,0.04555313661694527,0.061109906773143624,0.7970306173677604
DXCM,0.0010060076601803303,0.02011067420244217,0.03336083268278927,0.9205034259166185
EXC,0.0012401522835716605,0.02457205019891262,0.03735708345247549,0.7369783702435005
AEP,0.0017926865257322788,0.030030658468604088,0.09586208134706699,0.9605962457220657
IDXX,0.001145725604146719,0.022793415933847427,0.043900254728941275,0.897896339400096
EA,0.0015734857879579067,0.024753635749220848,0.04457893968014307,0.8958953281674699
BKR,0.001623340300284326,0.02957984060049057,0.039300504157434066,0.8963041634137205
CTSH,0.0009741380345076323,0.017810627818107605,0.04580641441394117,0.91131046188423
VRSK,0.002486949786543846,0.038798172026872635,0.0601987384317184,0.9438706100511347
FAST,0.0006591789424419403,0.01740178093314171,0.035651313664939684,0.9136517619991693
